ZipCode,StateFIPS,State,CountyFIPS,County
"00670","72","PR","027","CAMUY"
"00670","72","PR","083","LAS MARIAS"
"00694","72","PR","143","VEGA ALTA"
"00694","72","PR","145","VEGA BAJA"
"00704","72","PR","057","GUAYAMA"
"00704","72","PR","123","SALINAS"
"00745","72","PR","029","CANOVANAS"
"00745","72","PR","069","HUMACAO"
"00745","72","PR","119","RIO GRANDE"
"00785","72","PR","059","GUAYANILLA"
"00785","72","PR","057","GUAYAMA"
"00934","72","PR","021","BAYAMON"
"00934","72","PR","061","GUAYNABO"
"00976","72","PR","127","SAN JUAN"
"00976","72","PR","139","TRUJILLO ALTO"
"00979","72","PR","031","CAROLINA"
"00979","72","PR","127","SAN JUAN"
"00981","72","PR","031","CAROLINA"
"00981","72","PR","127","SAN JUAN"
"01011","25","MA","013","HAMPDEN"
"01011","25","MA","015","HAMPSHIRE"
"01054","25","MA","011","FRANKLIN"
"01054","25","MA","015","HAMPSHIRE"
"01223","25","MA","003","BERKSHIRE"
"01223","25","MA","013","HAMPDEN"
"01366","25","MA","011","FRANKLIN"
"01366","25","MA","027","WORCESTER"
"01434","25","MA","017","MIDDLESEX"
"01434","25","MA","027","WORCESTER"
"02339","25","MA","021","NORFOLK"
"02339","25","MA","023","PLYMOUTH"
"02467","25","MA","017","MIDDLESEX"
"02467","25","MA","021","NORFOLK"
"02467","25","MA","025","SUFFOLK"
"02532","25","MA","001","BARNSTABLE"
"02532","25","MA","023","PLYMOUTH"
"02554","25","MA","019","NANTUCKET"
"02554","25","MA","023","PLYMOUTH"
"02562","25","MA","001","BARNSTABLE"
"02562","25","MA","023","PLYMOUTH"
"02762","25","MA","005","BRISTOL"
"02762","25","MA","021","NORFOLK"
"03103","33","NH","011","HILLSBOROUGH"
"03103","33","NH","015","ROCKINGHAM"
"03220","33","NH","001","BELKNAP"
"03220","33","NH","013","MERRIMACK"
"03244","33","NH","011","HILLSBOROUGH"
"03244","33","NH","019","SULLIVAN"
"03257","33","NH","013","MERRIMACK"
"03257","33","NH","019","SULLIVAN"
"03276","33","NH","001","BELKNAP"
"03276","33","NH","013","MERRIMACK"
"03574","33","NH","007","COOS"
"03574","33","NH","009","GRAFTON"
"03579","33","NH","007","COOS"
"03579","23","ME","017","OXFORD"
"03748","33","NH","009","GRAFTON"
"03748","33","NH","019","SULLIVAN"
"03813","33","NH","003","CARROLL"
"03813","23","ME","017","OXFORD"
"03887","33","NH","003","CARROLL"
"03887","33","NH","017","STRAFFORD"
"04040","23","ME","005","CUMBERLAND"
"04040","23","ME","017","OXFORD"
"04429","23","ME","009","HANCOCK"
"04429","23","ME","019","PENOBSCOT"
"04497","23","ME","003","AROOSTOOK"
"04497","23","ME","019","PENOBSCOT"
"04930","23","ME","019","PENOBSCOT"
"04930","23","ME","025","SOMERSET"
"04937","23","ME","011","KENNEBEC"
"04937","23","ME","025","SOMERSET"
"05051","50","VT","005","CALEDONIA"
"05051","50","VT","017","ORANGE"
"05444","50","VT","007","CHITTENDEN"
"05444","50","VT","015","LAMOILLE"
"05676","50","VT","007","CHITTENDEN"
"05676","50","VT","023","WASHINGTON"
"05847","50","VT","015","LAMOILLE"
"05847","50","VT","019","ORLEANS"
"06040","09","CT","003","HARTFORD"
"06040","09","CT","013","TOLLAND"
"06042","09","CT","003","HARTFORD"
"06042","09","CT","013","TOLLAND"
"06076","09","CT","013","TOLLAND"
"06076","09","CT","015","WINDHAM"
"06226","09","CT","013","TOLLAND"
"06226","09","CT","015","WINDHAM"
"06242","09","CT","013","TOLLAND"
"06242","09","CT","015","WINDHAM"
"06250","09","CT","013","TOLLAND"
"06250","09","CT","015","WINDHAM"
"06330","09","CT","011","NEW LONDON"
"06330","09","CT","015","WINDHAM"
"06384","09","CT","011","NEW LONDON"
"06384","09","CT","015","WINDHAM"
"06415","09","CT","007","MIDDLESEX"
"06415","09","CT","011","NEW LONDON"
"06514","09","CT","007","MIDDLESEX"
"06514","09","CT","009","NEW HAVEN"
"06784","09","CT","001","FAIRFIELD"
"06784","09","CT","005","LITCHFIELD"
"07043","34","NJ","013","ESSEX"
"07043","34","NJ","031","PASSAIC"
"07060","34","NJ","035","SOMERSET"
"07060","34","NJ","039","UNION"
"07062","34","NJ","035","SOMERSET"
"07062","34","NJ","039","UNION"
"07063","34","NJ","035","SOMERSET"
"07063","34","NJ","039","UNION"
"07421","34","NJ","031","PASSAIC"
"07421","34","NJ","037","SUSSEX"
"07438","34","NJ","027","MORRIS"
"07438","34","NJ","031","PASSAIC"
"07460","34","NJ","027","MORRIS"
"07460","34","NJ","037","SUSSEX"
"07726","34","NJ","023","MIDDLESEX"
"07726","34","NJ","025","MONMOUTH"
"07735","34","NJ","023","MIDDLESEX"
"07735","34","NJ","025","MONMOUTH"
"07747","34","NJ","023","MIDDLESEX"
"07747","34","NJ","025","MONMOUTH"
"07830","34","NJ","019","HUNTERDON"
"07830","34","NJ","027","MORRIS"
"07840","34","NJ","027","MORRIS"
"07840","34","NJ","041","WARREN"
"07920","34","NJ","027","MORRIS"
"07920","34","NJ","035","SOMERSET"
"07931","34","NJ","027","MORRIS"
"07931","34","NJ","035","SOMERSET"
"08012","34","NJ","007","CAMDEN"
"08012","34","NJ","015","GLOUCESTER"
"08037","34","NJ","001","ATLANTIC"
"08037","34","NJ","005","BURLINGTON"
"08037","34","NJ","007","CAMDEN"
"08081","34","NJ","007","CAMDEN"
"08081","34","NJ","015","GLOUCESTER"
"08085","34","NJ","015","GLOUCESTER"
"08085","34","NJ","033","SALEM"
"08087","34","NJ","005","BURLINGTON"
"08087","34","NJ","029","OCEAN"
"08088","34","NJ","001","ATLANTIC"
"08088","34","NJ","005","BURLINGTON"
"08094","34","NJ","001","ATLANTIC"
"08094","34","NJ","015","GLOUCESTER"
"08215","34","NJ","001","ATLANTIC"
"08215","34","NJ","005","BURLINGTON"
"08270","34","NJ","001","ATLANTIC"
"08270","34","NJ","009","CAPE MAY"
"08302","34","NJ","011","CUMBERLAND"
"08302","34","NJ","033","SALEM"
"08343","34","NJ","015","GLOUCESTER"
"08343","34","NJ","033","SALEM"
"08344","34","NJ","001","ATLANTIC"
"08344","34","NJ","011","CUMBERLAND"
"08344","34","NJ","015","GLOUCESTER"
"08344","34","NJ","033","SALEM"
"08360","34","NJ","001","ATLANTIC"
"08360","34","NJ","011","CUMBERLAND"
"08360","34","NJ","015","GLOUCESTER"
"08501","34","NJ","005","BURLINGTON"
"08501","34","NJ","021","MERCER"
"08501","34","NJ","025","MONMOUTH"
"08512","34","NJ","021","MERCER"
"08512","34","NJ","023","MIDDLESEX"
"08514","34","NJ","025","MONMOUTH"
"08514","34","NJ","029","OCEAN"
"08520","34","NJ","021","MERCER"
"08520","34","NJ","025","MONMOUTH"
"08525","34","NJ","019","HUNTERDON"
"08525","34","NJ","021","MERCER"
"08530","34","NJ","019","HUNTERDON"
"08530","34","NJ","021","MERCER"
"08535","34","NJ","021","MERCER"
"08535","34","NJ","025","MONMOUTH"
"08540","34","NJ","021","MERCER"
"08540","34","NJ","023","MIDDLESEX"
"08540","34","NJ","035","SOMERSET"
"08558","34","NJ","021","MERCER"
"08558","34","NJ","035","SOMERSET"
"08620","34","NJ","005","BURLINGTON"
"08620","34","NJ","021","MERCER"
"08691","34","NJ","021","MERCER"
"08691","34","NJ","025","MONMOUTH"
"08724","34","NJ","025","MONMOUTH"
"08724","34","NJ","029","OCEAN"
"08802","34","NJ","019","HUNTERDON"
"08802","34","NJ","041","WARREN"
"08804","34","NJ","019","HUNTERDON"
"08804","34","NJ","041","WARREN"
"08812","34","NJ","023","MIDDLESEX"
"08812","34","NJ","035","SOMERSET"
"08827","34","NJ","019","HUNTERDON"
"08827","34","NJ","041","WARREN"
"08848","34","NJ","019","HUNTERDON"
"08848","34","NJ","041","WARREN"
"08853","34","NJ","019","HUNTERDON"
"08853","34","NJ","035","SOMERSET"
"08876","34","NJ","019","HUNTERDON"
"08876","34","NJ","035","SOMERSET"
"10505","36","NY","079","PUTNAM"
"10505","36","NY","119","WESTCHESTER"
"10509","36","NY","079","PUTNAM"
"10509","09","CT","001","FAIRFIELD"
"10512","36","NY","027","DUTCHESS"
"10512","36","NY","079","PUTNAM"
"10541","36","NY","079","PUTNAM"
"10541","36","NY","119","WESTCHESTER"
"10579","36","NY","079","PUTNAM"
"10579","36","NY","119","WESTCHESTER"
"10925","36","NY","071","ORANGE"
"10925","34","NJ","031","PASSAIC"
"10940","36","NY","071","ORANGE"
"10940","36","NY","105","SULLIVAN"
"10963","36","NY","071","ORANGE"
"10963","36","NY","105","SULLIVAN"
"10964","36","NY","087","ROCKLAND"
"10964","34","NJ","003","BERGEN"
"10965","34","NJ","003","BERGEN"
"10965","36","NY","087","ROCKLAND"
"10983","36","NY","087","ROCKLAND"
"10983","34","NJ","003","BERGEN"
"11001","36","NY","059","NASSAU"
"11001","36","NY","081","QUEENS"
"11040","36","NY","059","NASSAU"
"11040","36","NY","081","QUEENS"
"11735","36","NY","059","NASSAU"
"11735","36","NY","103","SUFFOLK"
"12010","36","NY","035","FULTON"
"12010","36","NY","057","MONTGOMERY"
"12010","36","NY","091","SARATOGA"
"12010","36","NY","093","SCHENECTADY"
"12025","36","NY","035","FULTON"
"12025","36","NY","091","SARATOGA"
"12027","36","NY","091","SARATOGA"
"12027","36","NY","093","SCHENECTADY"
"12046","36","NY","001","ALBANY"
"12046","36","NY","039","GREENE"
"12053","36","NY","001","ALBANY"
"12053","36","NY","093","SCHENECTADY"
"12057","36","NY","083","RENSSELAER"
"12057","36","NY","115","WASHINGTON"
"12062","36","NY","021","COLUMBIA"
"12062","36","NY","083","RENSSELAER"
"12068","36","NY","035","FULTON"
"12068","36","NY","057","MONTGOMERY"
"12093","36","NY","025","DELAWARE"
"12093","36","NY","095","SCHOHARIE"
"12118","36","NY","083","RENSSELAER"
"12118","36","NY","091","SARATOGA"
"12122","36","NY","001","ALBANY"
"12122","36","NY","095","SCHOHARIE"
"12134","36","NY","035","FULTON"
"12134","36","NY","091","SARATOGA"
"12148","36","NY","091","SARATOGA"
"12148","36","NY","093","SCHENECTADY"
"12149","36","NY","077","OTSEGO"
"12149","36","NY","095","SCHOHARIE"
"12156","36","NY","021","COLUMBIA"
"12156","36","NY","083","RENSSELAER"
"12167","36","NY","025","DELAWARE"
"12167","36","NY","095","SCHOHARIE"
"12302","36","NY","091","SARATOGA"
"12302","36","NY","093","SCHENECTADY"
"12303","36","NY","001","ALBANY"
"12303","36","NY","093","SCHENECTADY"
"12304","36","NY","001","ALBANY"
"12304","36","NY","093","SCHENECTADY"
"12306","36","NY","001","ALBANY"
"12306","36","NY","093","SCHENECTADY"
"12309","36","NY","001","ALBANY"
"12309","36","NY","093","SCHENECTADY"
"12430","36","NY","025","DELAWARE"
"12430","36","NY","039","GREENE"
"12434","36","NY","025","DELAWARE"
"12434","36","NY","095","SCHOHARIE"
"12455","36","NY","025","DELAWARE"
"12455","36","NY","111","ULSTER"
"12458","36","NY","105","SULLIVAN"
"12458","36","NY","111","ULSTER"
"12468","36","NY","025","DELAWARE"
"12468","36","NY","039","GREENE"
"12469","36","NY","001","ALBANY"
"12469","36","NY","039","GREENE"
"12469","36","NY","095","SCHOHARIE"
"12480","36","NY","039","GREENE"
"12480","36","NY","111","ULSTER"
"12531","36","NY","027","DUTCHESS"
"12531","36","NY","079","PUTNAM"
"12533","36","NY","027","DUTCHESS"
"12533","36","NY","079","PUTNAM"
"12542","36","NY","071","ORANGE"
"12542","36","NY","111","ULSTER"
"12546","36","NY","021","COLUMBIA"
"12546","36","NY","027","DUTCHESS"
"12566","36","NY","071","ORANGE"
"12566","36","NY","105","SULLIVAN"
"12566","36","NY","111","ULSTER"
"12567","36","NY","021","COLUMBIA"
"12567","36","NY","027","DUTCHESS"
"12583","36","NY","021","COLUMBIA"
"12583","36","NY","027","DUTCHESS"
"12589","36","NY","071","ORANGE"
"12589","36","NY","111","ULSTER"
"12721","36","NY","071","ORANGE"
"12721","36","NY","105","SULLIVAN"
"12725","36","NY","105","SULLIVAN"
"12725","36","NY","111","ULSTER"
"12729","36","NY","071","ORANGE"
"12729","36","NY","105","SULLIVAN"
"12740","36","NY","105","SULLIVAN"
"12740","36","NY","111","ULSTER"
"12758","36","NY","025","DELAWARE"
"12758","36","NY","105","SULLIVAN"
"12758","36","NY","111","ULSTER"
"12760","36","NY","025","DELAWARE"
"12760","36","NY","105","SULLIVAN"
"12776","36","NY","025","DELAWARE"
"12776","36","NY","105","SULLIVAN"
"12780","36","NY","071","ORANGE"
"12780","36","NY","105","SULLIVAN"
"12788","36","NY","105","SULLIVAN"
"12788","36","NY","111","ULSTER"
"12828","36","NY","091","SARATOGA"
"12828","36","NY","115","WASHINGTON"
"12912","36","NY","019","CLINTON"
"12912","36","NY","031","ESSEX"
"12944","36","NY","019","CLINTON"
"12944","36","NY","031","ESSEX"
"12983","36","NY","031","ESSEX"
"12983","36","NY","033","FRANKLIN"
"12986","36","NY","033","FRANKLIN"
"12986","36","NY","089","SAINT LAWRENCE"
"13021","36","NY","011","CAYUGA"
"13021","36","NY","067","ONONDAGA"
"13027","36","NY","011","CAYUGA"
"13027","36","NY","067","ONONDAGA"
"13030","36","NY","053","MADISON"
"13030","36","NY","067","ONONDAGA"
"13032","36","NY","053","MADISON"
"13032","36","NY","065","ONEIDA"
"13033","36","NY","011","CAYUGA"
"13033","36","NY","067","ONONDAGA"
"13035","36","NY","053","MADISON"
"13035","36","NY","067","ONONDAGA"
"13037","36","NY","053","MADISON"
"13037","36","NY","067","ONONDAGA"
"13042","36","NY","065","ONEIDA"
"13042","36","NY","075","OSWEGO"
"13045","36","NY","011","CAYUGA"
"13045","36","NY","023","CORTLAND"
"13045","36","NY","109","TOMPKINS"
"13052","36","NY","017","CHENANGO"
"13052","36","NY","023","CORTLAND"
"13052","36","NY","053","MADISON"
"13053","36","NY","023","CORTLAND"
"13053","36","NY","109","TOMPKINS"
"13069","36","NY","067","ONONDAGA"
"13069","36","NY","075","OSWEGO"
"13073","36","NY","011","CAYUGA"
"13073","36","NY","109","TOMPKINS"
"13077","36","NY","011","CAYUGA"
"13077","36","NY","023","CORTLAND"
"13077","36","NY","067","ONONDAGA"
"13080","36","NY","011","CAYUGA"
"13080","36","NY","067","ONONDAGA"
"13082","36","NY","053","MADISON"
"13082","36","NY","067","ONONDAGA"
"13092","36","NY","011","CAYUGA"
"13092","36","NY","109","TOMPKINS"
"13104","36","NY","053","MADISON"
"13104","36","NY","067","ONONDAGA"
"13111","36","NY","011","CAYUGA"
"13111","36","NY","075","OSWEGO"
"13122","36","NY","053","MADISON"
"13122","36","NY","067","ONONDAGA"
"13126","36","NY","011","CAYUGA"
"13126","36","NY","075","OSWEGO"
"13135","36","NY","067","ONONDAGA"
"13135","36","NY","075","OSWEGO"
"13141","36","NY","023","CORTLAND"
"13141","36","NY","067","ONONDAGA"
"13143","36","NY","011","CAYUGA"
"13143","36","NY","117","WAYNE"
"13152","36","NY","011","CAYUGA"
"13152","36","NY","067","ONONDAGA"
"13156","36","NY","011","CAYUGA"
"13156","36","NY","075","OSWEGO"
"13158","36","NY","023","CORTLAND"
"13158","36","NY","053","MADISON"
"13159","36","NY","023","CORTLAND"
"13159","36","NY","067","ONONDAGA"
"13165","36","NY","099","SENECA"
"13165","36","NY","117","WAYNE"
"13166","36","NY","011","CAYUGA"
"13166","36","NY","067","ONONDAGA"
"13324","36","NY","041","HAMILTON"
"13324","36","NY","043","HERKIMER"
"13329","36","NY","035","FULTON"
"13329","36","NY","043","HERKIMER"
"13339","36","NY","035","FULTON"
"13339","36","NY","043","HERKIMER"
"13339","36","NY","057","MONTGOMERY"
"13367","36","NY","043","HERKIMER"
"13367","36","NY","049","LEWIS"
"13409","36","NY","053","MADISON"
"13409","36","NY","065","ONEIDA"
"13421","36","NY","053","MADISON"
"13421","36","NY","065","ONEIDA"
"13425","36","NY","053","MADISON"
"13425","36","NY","065","ONEIDA"
"13431","36","NY","043","HERKIMER"
"13431","36","NY","065","ONEIDA"
"13452","36","NY","035","FULTON"
"13452","36","NY","057","MONTGOMERY"
"13456","36","NY","043","HERKIMER"
"13456","36","NY","065","ONEIDA"
"13459","36","NY","057","MONTGOMERY"
"13459","36","NY","095","SCHOHARIE"
"13460","36","NY","017","CHENANGO"
"13460","36","NY","053","MADISON"
"13470","36","NY","035","FULTON"
"13470","36","NY","043","HERKIMER"
"13480","36","NY","053","MADISON"
"13480","36","NY","065","ONEIDA"
"13485","36","NY","053","MADISON"
"13485","36","NY","077","OTSEGO"
"13501","36","NY","043","HERKIMER"
"13501","36","NY","065","ONEIDA"
"13502","36","NY","043","HERKIMER"
"13502","36","NY","065","ONEIDA"
"13601","36","NY","045","JEFFERSON"
"13601","36","NY","049","LEWIS"
"13619","36","NY","045","JEFFERSON"
"13619","36","NY","049","LEWIS"
"13648","36","NY","049","LEWIS"
"13648","36","NY","089","SAINT LAWRENCE"
"13730","36","NY","007","BROOME"
"13730","36","NY","017","CHENANGO"
"13733","36","NY","017","CHENANGO"
"13733","36","NY","025","DELAWARE"
"13736","36","NY","007","BROOME"
"13736","36","NY","107","TIOGA"
"13754","36","NY","007","BROOME"
"13754","36","NY","025","DELAWARE"
"13760","36","NY","007","BROOME"
"13760","36","NY","107","TIOGA"
"13778","36","NY","007","BROOME"
"13778","36","NY","017","CHENANGO"
"13787","36","NY","007","BROOME"
"13787","36","NY","017","CHENANGO"
"13803","36","NY","007","BROOME"
"13803","36","NY","023","CORTLAND"
"13809","36","NY","017","CHENANGO"
"13809","36","NY","077","OTSEGO"
"13811","36","NY","007","BROOME"
"13811","36","NY","107","TIOGA"
"13820","36","NY","025","DELAWARE"
"13820","36","NY","077","OTSEGO"
"13825","36","NY","025","DELAWARE"
"13825","36","NY","077","OTSEGO"
"13835","36","NY","007","BROOME"
"13835","36","NY","023","CORTLAND"
"13835","36","NY","107","TIOGA"
"13838","36","NY","025","DELAWARE"
"13838","36","NY","077","OTSEGO"
"13841","36","NY","007","BROOME"
"13841","36","NY","017","CHENANGO"
"13841","36","NY","023","CORTLAND"
"13849","36","NY","025","DELAWARE"
"13849","36","NY","077","OTSEGO"
"13864","36","NY","107","TIOGA"
"13864","36","NY","109","TOMPKINS"
"14001","36","NY","029","ERIE"
"14001","36","NY","037","GENESEE"
"14001","36","NY","063","NIAGARA"
"14004","36","NY","029","ERIE"
"14004","36","NY","037","GENESEE"
"14004","36","NY","121","WYOMING"
"14009","36","NY","009","CATTARAUGUS"
"14009","36","NY","121","WYOMING"
"14011","36","NY","037","GENESEE"
"14011","36","NY","121","WYOMING"
"14012","36","NY","063","NIAGARA"
"14012","36","NY","073","ORLEANS"
"14024","36","NY","003","ALLEGANY"
"14024","36","NY","121","WYOMING"
"14030","36","NY","009","CATTARAUGUS"
"14030","36","NY","029","ERIE"
"14030","36","NY","121","WYOMING"
"14032","36","NY","029","ERIE"
"14032","36","NY","063","NIAGARA"
"14036","36","NY","029","ERIE"
"14036","36","NY","037","GENESEE"
"14037","36","NY","029","ERIE"
"14037","36","NY","121","WYOMING"
"14040","36","NY","037","GENESEE"
"14040","36","NY","121","WYOMING"
"14054","36","NY","037","GENESEE"
"14054","36","NY","121","WYOMING"
"14058","36","NY","037","GENESEE"
"14058","36","NY","073","ORLEANS"
"14060","36","NY","003","ALLEGANY"
"14060","36","NY","009","CATTARAUGUS"
"14065","36","NY","003","ALLEGANY"
"14065","36","NY","009","CATTARAUGUS"
"14070","36","NY","009","CATTARAUGUS"
"14070","36","NY","029","ERIE"
"14081","36","NY","009","CATTARAUGUS"
"14081","36","NY","013","CHAUTAUQUA"
"14081","36","NY","029","ERIE"
"14098","36","NY","063","NIAGARA"
"14098","36","NY","073","ORLEANS"
"14105","36","NY","037","GENESEE"
"14105","36","NY","063","NIAGARA"
"14105","36","NY","073","ORLEANS"
"14138","36","NY","009","CATTARAUGUS"
"14138","36","NY","013","CHAUTAUQUA"
"14141","36","NY","009","CATTARAUGUS"
"14141","36","NY","029","ERIE"
"14145","36","NY","029","ERIE"
"14145","36","NY","121","WYOMING"
"14416","36","NY","037","GENESEE"
"14416","36","NY","055","MONROE"
"14418","36","NY","101","STEUBEN"
"14418","36","NY","123","YATES"
"14420","36","NY","055","MONROE"
"14420","36","NY","073","ORLEANS"
"14423","36","NY","051","LIVINGSTON"
"14423","36","NY","055","MONROE"
"14433","36","NY","099","SENECA"
"14433","36","NY","117","WAYNE"
"14437","36","NY","051","LIVINGSTON"
"14437","36","NY","101","STEUBEN"
"14450","36","NY","055","MONROE"
"14450","36","NY","117","WAYNE"
"14456","36","NY","069","ONTARIO"
"14456","36","NY","099","SENECA"
"14456","36","NY","123","YATES"
"14464","36","NY","055","MONROE"
"14464","36","NY","073","ORLEANS"
"14466","36","NY","051","LIVINGSTON"
"14466","36","NY","069","ONTARIO"
"14470","36","NY","055","MONROE"
"14470","36","NY","073","ORLEANS"
"14472","36","NY","051","LIVINGSTON"
"14472","36","NY","055","MONROE"
"14472","36","NY","069","ONTARIO"
"14476","36","NY","055","MONROE"
"14476","36","NY","073","ORLEANS"
"14482","36","NY","037","GENESEE"
"14482","36","NY","051","LIVINGSTON"
"14482","36","NY","055","MONROE"
"14485","36","NY","051","LIVINGSTON"
"14485","36","NY","069","ONTARIO"
"14487","36","NY","051","LIVINGSTON"
"14487","36","NY","069","ONTARIO"
"14489","36","NY","069","ONTARIO"
"14489","36","NY","099","SENECA"
"14489","36","NY","117","WAYNE"
"14502","36","NY","055","MONROE"
"14502","36","NY","117","WAYNE"
"14512","36","NY","069","ONTARIO"
"14512","36","NY","101","STEUBEN"
"14512","36","NY","123","YATES"
"14513","36","NY","069","ONTARIO"
"14513","36","NY","117","WAYNE"
"14519","36","NY","055","MONROE"
"14519","36","NY","117","WAYNE"
"14522","36","NY","069","ONTARIO"
"14522","36","NY","117","WAYNE"
"14525","36","NY","037","GENESEE"
"14525","36","NY","051","LIVINGSTON"
"14525","36","NY","121","WYOMING"
"14530","36","NY","051","LIVINGSTON"
"14530","36","NY","121","WYOMING"
"14532","36","NY","069","ONTARIO"
"14532","36","NY","099","SENECA"
"14534","36","NY","055","MONROE"
"14534","36","NY","069","ONTARIO"
"14536","36","NY","003","ALLEGANY"
"14536","36","NY","121","WYOMING"
"14544","36","NY","069","ONTARIO"
"14544","36","NY","123","YATES"
"14560","36","NY","051","LIVINGSTON"
"14560","36","NY","069","ONTARIO"
"14561","36","NY","069","ONTARIO"
"14561","36","NY","123","YATES"
"14564","36","NY","055","MONROE"
"14564","36","NY","069","ONTARIO"
"14572","36","NY","051","LIVINGSTON"
"14572","36","NY","101","STEUBEN"
"14591","36","NY","037","GENESEE"
"14591","36","NY","121","WYOMING"
"14724","36","NY","013","CHAUTAUQUA"
"14724","42","PA","049","ERIE"
"14726","36","NY","009","CATTARAUGUS"
"14726","36","NY","013","CHAUTAUQUA"
"14727","36","NY","003","ALLEGANY"
"14727","36","NY","009","CATTARAUGUS"
"14738","36","NY","009","CATTARAUGUS"
"14738","36","NY","013","CHAUTAUQUA"
"14747","36","NY","009","CATTARAUGUS"
"14747","36","NY","013","CHAUTAUQUA"
"14770","36","NY","003","ALLEGANY"
"14770","36","NY","009","CATTARAUGUS"
"14803","36","NY","003","ALLEGANY"
"14803","36","NY","101","STEUBEN"
"14806","36","NY","003","ALLEGANY"
"14806","36","NY","101","STEUBEN"
"14807","36","NY","003","ALLEGANY"
"14807","36","NY","101","STEUBEN"
"14812","36","NY","015","CHEMUNG"
"14812","36","NY","097","SCHUYLER"
"14812","36","NY","101","STEUBEN"
"14814","36","NY","015","CHEMUNG"
"14814","36","NY","101","STEUBEN"
"14815","36","NY","097","SCHUYLER"
"14815","36","NY","101","STEUBEN"
"14817","36","NY","107","TIOGA"
"14817","36","NY","109","TOMPKINS"
"14822","36","NY","003","ALLEGANY"
"14822","36","NY","051","LIVINGSTON"
"14824","36","NY","015","CHEMUNG"
"14824","36","NY","097","SCHUYLER"
"14830","36","NY","015","CHEMUNG"
"14830","36","NY","101","STEUBEN"
"14836","36","NY","003","ALLEGANY"
"14836","36","NY","051","LIVINGSTON"
"14837","36","NY","097","SCHUYLER"
"14837","36","NY","101","STEUBEN"
"14837","36","NY","123","YATES"
"14840","36","NY","097","SCHUYLER"
"14840","36","NY","101","STEUBEN"
"14843","36","NY","003","ALLEGANY"
"14843","36","NY","101","STEUBEN"
"14845","36","NY","015","CHEMUNG"
"14845","36","NY","097","SCHUYLER"
"14846","36","NY","003","ALLEGANY"
"14846","36","NY","051","LIVINGSTON"
"14859","36","NY","015","CHEMUNG"
"14859","36","NY","107","TIOGA"
"14864","36","NY","015","CHEMUNG"
"14864","36","NY","097","SCHUYLER"
"14870","36","NY","097","SCHUYLER"
"14870","36","NY","101","STEUBEN"
"14871","36","NY","015","CHEMUNG"
"14871","36","NY","101","STEUBEN"
"14871","42","PA","015","BRADFORD"
"14873","36","NY","101","STEUBEN"
"14873","36","NY","123","YATES"
"14878","36","NY","097","SCHUYLER"
"14878","36","NY","123","YATES"
"14883","36","NY","107","TIOGA"
"14883","36","NY","109","TOMPKINS"
"14886","36","NY","097","SCHUYLER"
"14886","36","NY","099","SENECA"
"14886","36","NY","109","TOMPKINS"
"14889","36","NY","015","CHEMUNG"
"14889","36","NY","097","SCHUYLER"
"14889","36","NY","107","TIOGA"
"14892","36","NY","015","CHEMUNG"
"14892","36","NY","107","TIOGA"
"14897","36","NY","003","ALLEGANY"
"14897","36","NY","101","STEUBEN"
"15003","42","PA","003","ALLEGHENY"
"15003","42","PA","007","BEAVER"
"15005","42","PA","003","ALLEGHENY"
"15005","42","PA","007","BEAVER"
"15012","42","PA","051","FAYETTE"
"15012","42","PA","125","WASHINGTON"
"15012","42","PA","129","WESTMORELAND"
"15017","42","PA","003","ALLEGHENY"
"15017","42","PA","125","WASHINGTON"
"15026","42","PA","003","ALLEGHENY"
"15026","42","PA","007","BEAVER"
"15026","42","PA","125","WASHINGTON"
"15044","42","PA","003","ALLEGHENY"
"15044","42","PA","019","BUTLER"
"15057","42","PA","003","ALLEGHENY"
"15057","42","PA","125","WASHINGTON"
"15063","42","PA","003","ALLEGHENY"
"15063","42","PA","125","WASHINGTON"
"15068","42","PA","003","ALLEGHENY"
"15068","42","PA","129","WESTMORELAND"
"15085","42","PA","003","ALLEGHENY"
"15085","42","PA","129","WESTMORELAND"
"15089","42","PA","003","ALLEGHENY"
"15089","42","PA","129","WESTMORELAND"
"15126","42","PA","003","ALLEGHENY"
"15126","42","PA","007","BEAVER"
"15131","42","PA","003","ALLEGHENY"
"15131","42","PA","129","WESTMORELAND"
"15143","42","PA","003","ALLEGHENY"
"15143","42","PA","007","BEAVER"
"15241","42","PA","003","ALLEGHENY"
"15241","42","PA","125","WASHINGTON"
"15317","42","PA","003","ALLEGHENY"
"15317","42","PA","125","WASHINGTON"
"15322","42","PA","059","GREENE"
"15322","42","PA","125","WASHINGTON"
"15332","42","PA","003","ALLEGHENY"
"15332","42","PA","125","WASHINGTON"
"15370","42","PA","059","GREENE"
"15370","42","PA","125","WASHINGTON"
"15417","42","PA","051","FAYETTE"
"15417","42","PA","125","WASHINGTON"
"15424","42","PA","051","FAYETTE"
"15424","42","PA","111","SOMERSET"
"15501","42","PA","111","SOMERSET"
"15501","42","PA","129","WESTMORELAND"
"15533","42","PA","009","BEDFORD"
"15533","42","PA","057","FULTON"
"15534","42","PA","009","BEDFORD"
"15534","42","PA","111","SOMERSET"
"15545","42","PA","009","BEDFORD"
"15545","42","PA","111","SOMERSET"
"15559","42","PA","009","BEDFORD"
"15559","42","PA","111","SOMERSET"
"15610","42","PA","051","FAYETTE"
"15610","42","PA","129","WESTMORELAND"
"15613","42","PA","005","ARMSTRONG"
