ZipCode,StateFIPS,State,CountyFIPS,County
"73098","40","OK","099","MURRAY"
"73127","40","OK","017","CANADIAN"
"73127","40","OK","109","OKLAHOMA"
"73128","40","OK","017","CANADIAN"
"73128","40","OK","109","OKLAHOMA"
"73135","40","OK","027","CLEVELAND"
"73135","40","OK","109","OKLAHOMA"
"73139","40","OK","027","CLEVELAND"
"73139","40","OK","109","OKLAHOMA"
"73149","40","OK","027","CLEVELAND"
"73149","40","OK","109","OKLAHOMA"
"73150","40","OK","027","CLEVELAND"
"73150","40","OK","109","OKLAHOMA"
"73159","40","OK","027","CLEVELAND"
"73159","40","OK","109","OKLAHOMA"
"73169","40","OK","027","CLEVELAND"
"73169","40","OK","109","OKLAHOMA"
"73173","40","OK","027","CLEVELAND"
"73173","40","OK","109","OKLAHOMA"
"73179","40","OK","017","CANADIAN"
"73179","40","OK","109","OKLAHOMA"
"73401","40","OK","019","CARTER"
"73401","40","OK","085","LOVE"
"73432","40","OK","005","ATOKA"
"73432","40","OK","069","JOHNSTON"
"73434","40","OK","049","GARVIN"
"73434","40","OK","137","STEPHENS"
"73441","40","OK","001","ADAIR"
"73441","40","OK","085","LOVE"
"73442","40","OK","067","JEFFERSON"
"73442","40","OK","137","STEPHENS"
"73444","40","OK","019","CARTER"
"73444","40","OK","049","GARVIN"
"73446","40","OK","019","CARTER"
"73446","40","OK","069","JOHNSTON"
"73446","40","OK","095","MARSHALL"
"73453","40","OK","019","CARTER"
"73453","40","OK","085","LOVE"
"73456","40","OK","019","CARTER"
